loss,val_loss
0.29737767577171326,0.2643776834011078
0.26439642906188965,0.26388421654701233
0.2627723813056946,0.2623061537742615
0.2614595890045166,0.2623218894004822
0.2610040605068207,0.26261571049690247
0.26011455059051514,0.26184675097465515
0.2599477767944336,0.26175153255462646
0.2597517967224121,0.26162075996398926
0.2593413293361664,0.261309415102005
0.2591397762298584,0.2618907690048218
0.2588237226009369,0.2614075839519501
0.25855752825737,0.2612944543361664
0.25844404101371765,0.2614900767803192
0.25821495056152344,0.26202303171157837
0.2578762471675873,0.26144111156463623
0.2578180134296417,0.2614312469959259
0.257607102394104,0.2611541748046875
0.2575165033340454,0.2613137364387512
0.2573191523551941,0.2611159682273865
0.25684624910354614,0.26155903935432434
0.25694650411605835,0.26141253113746643
0.2566104233264923,0.26176196336746216
0.256548136472702,0.2611771821975708
0.25621578097343445,0.2612546682357788
0.25609004497528076,0.26124322414398193
0.2558128237724304,0.261279433965683
0.2559128403663635,0.26136645674705505
0.25570106506347656,0.2614641785621643
0.25557804107666016,0.26184263825416565
